"","aine","kirjat","aine_kokonimi"
"896",11,"5","Historia"
"897",11,"5","Historia"
"898",11,"3","Historia"
"899",11,"5","Historia"
"900",11,"2","Historia"
"901",11,"3","Historia"
"902",11,"4","Historia"
"903",11,"5","Historia"
"904",11,"5","Historia"
"905",11,"2","Historia"
"906",11,"5","Historia"
"907",11,"2","Historia"
"908",11,"2","Historia"
"909",11,"5","Historia"
"910",11,"5","Historia"
"911",11,"4","Historia"
"912",11,"2","Historia"
"913",11,"5","Historia"
"914",11,"2","Historia"
"915",11,"5","Historia"
"916",11,"2","Historia"
"917",11,"4","Historia"
"918",11,"5","Historia"
"919",11,"5","Historia"
"920",11,"5","Historia"
"921",11,"5","Historia"
"922",11,"5","Historia"
"923",11,"3","Historia"
"924",11,"2","Historia"
"925",11,"4","Historia"
"926",11,"3","Historia"
"927",11,"5","Historia"
"928",11,"3","Historia"
"929",11,"4","Historia"
"930",11,"5","Historia"
"931",11,"2","Historia"
"932",11,"3","Historia"
"933",11,"3","Historia"
"934",11,"4","Historia"
"935",11,"5","Historia"
"936",11,"4","Historia"
"937",11,"4","Historia"
"938",11,"3","Historia"
"939",11,"2","Historia"
"940",11,"4","Historia"
"941",11,"2","Historia"
"942",11,"4","Historia"
"943",11,"3","Historia"
"944",11,"2","Historia"
"945",11,"2","Historia"
"946",11,"3","Historia"
"947",11,"4","Historia"
"948",11,"3","Historia"
"949",11,"2","Historia"
"950",11,"3","Historia"
"951",11,"5","Historia"
"952",11,"3","Historia"
"953",11,"4","Historia"
"954",11,"5","Historia"
"955",11,"4","Historia"
"956",11,"4","Historia"
"957",11,"3","Historia"
"958",11,"2","Historia"
"959",11,"3","Historia"
"960",11,"4","Historia"
"961",11,"5","Historia"
"962",11,"4","Historia"
"963",11,"5","Historia"
"964",11,"4","Historia"
"965",12,"4","Yhteiskuntaoppi"
"966",12,"5","Yhteiskuntaoppi"
"967",12,"5","Yhteiskuntaoppi"
"968",12,"5","Yhteiskuntaoppi"
"969",12,"5","Yhteiskuntaoppi"
"970",12,"5","Yhteiskuntaoppi"
"971",12,"2","Yhteiskuntaoppi"
"972",12,"3","Yhteiskuntaoppi"
"973",12,"4","Yhteiskuntaoppi"
"974",12,"5","Yhteiskuntaoppi"
"975",12,"5","Yhteiskuntaoppi"
"976",12,"2","Yhteiskuntaoppi"
"977",12,"5","Yhteiskuntaoppi"
"978",12,"2","Yhteiskuntaoppi"
"979",12,"2","Yhteiskuntaoppi"
"980",12,"5","Yhteiskuntaoppi"
"981",12,"5","Yhteiskuntaoppi"
"982",12,"4","Yhteiskuntaoppi"
"983",12,"2","Yhteiskuntaoppi"
"984",12,"2","Yhteiskuntaoppi"
"985",12,"5","Yhteiskuntaoppi"
"986",12,"2","Yhteiskuntaoppi"
"987",12,"4","Yhteiskuntaoppi"
"988",12,"5","Yhteiskuntaoppi"
"989",12,"5","Yhteiskuntaoppi"
"990",12,"5","Yhteiskuntaoppi"
"991",12,"5","Yhteiskuntaoppi"
"992",12,"5","Yhteiskuntaoppi"
"993",12,"4","Yhteiskuntaoppi"
"994",12,"3","Yhteiskuntaoppi"
"995",12,"5","Yhteiskuntaoppi"
"996",12,"3","Yhteiskuntaoppi"
"997",12,"5","Yhteiskuntaoppi"
"998",12,"2","Yhteiskuntaoppi"
"999",12,"3","Yhteiskuntaoppi"
"1000",12,"3","Yhteiskuntaoppi"
"1001",12,"4","Yhteiskuntaoppi"
"1002",12,"4","Yhteiskuntaoppi"
"1003",12,"5","Yhteiskuntaoppi"
"1004",12,"4","Yhteiskuntaoppi"
"1005",12,"4","Yhteiskuntaoppi"
"1006",12,"3","Yhteiskuntaoppi"
"1007",12,"2","Yhteiskuntaoppi"
"1008",12,"2","Yhteiskuntaoppi"
"1009",12,"2","Yhteiskuntaoppi"
"1010",12,"4","Yhteiskuntaoppi"
"1011",12,"3","Yhteiskuntaoppi"
"1012",12,"2","Yhteiskuntaoppi"
"1013",12,"2","Yhteiskuntaoppi"
"1014",12,"4","Yhteiskuntaoppi"
"1015",12,"3","Yhteiskuntaoppi"
"1016",12,"4","Yhteiskuntaoppi"
"1017",12,"3","Yhteiskuntaoppi"
"1018",12,"5","Yhteiskuntaoppi"
"1019",12,"3","Yhteiskuntaoppi"
"1020",12,"5","Yhteiskuntaoppi"
"1021",12,"4","Yhteiskuntaoppi"
"1022",12,"5","Yhteiskuntaoppi"
"1023",12,"4","Yhteiskuntaoppi"
"1024",12,"3","Yhteiskuntaoppi"
"1025",12,"2","Yhteiskuntaoppi"
"1026",12,"3","Yhteiskuntaoppi"
"1027",12,"4","Yhteiskuntaoppi"
"1028",12,"5","Yhteiskuntaoppi"
"1029",12,"4","Yhteiskuntaoppi"
"1030",12,"5","Yhteiskuntaoppi"
"1031",13,"4","Musiikki"
"1032",13,"2","Musiikki"
"1033",13,"5","Musiikki"
"1034",13,"3","Musiikki"
"1035",13,"4","Musiikki"
"1036",13,"2","Musiikki"
"1037",13,"3","Musiikki"
"1038",13,"3","Musiikki"
"1039",13,"3","Musiikki"
"1040",13,"3","Musiikki"
"1041",13,"2","Musiikki"
"1042",13,"4","Musiikki"
"1043",13,"2","Musiikki"
"1044",13,"5","Musiikki"
"1045",13,"2","Musiikki"
"1046",13,"1","Musiikki"
"1047",13,"2","Musiikki"
"1048",13,"4","Musiikki"
"1049",13,"4","Musiikki"
"1050",13,"3","Musiikki"
"1051",14,"2","Kuvataide"
"1052",14,"2","Kuvataide"
"1053",14,"3","Kuvataide"
"1054",14,"3","Kuvataide"
"1055",14,"2","Kuvataide"
"1056",14,"5","Kuvataide"
"1057",14,"4","Kuvataide"
"1058",14,"4","Kuvataide"
"1059",14,"5","Kuvataide"
"1060",14,"5","Kuvataide"
"1061",14,"5","Kuvataide"
"1062",14,"2","Kuvataide"
"1063",14,"5","Kuvataide"
"1064",14,"4","Kuvataide"
"1065",14,"3","Kuvataide"
"1066",14,"5","Kuvataide"
"1067",14,"2","Kuvataide"
"1068",14,"4","Kuvataide"
"1069",14,"3","Kuvataide"
"1070",14,"5","Kuvataide"
"1071",14,"4","Kuvataide"
"1072",14,"3","Kuvataide"
"1073",14,"3","Kuvataide"
"1074",14,"4","Kuvataide"
"1075",14,"2","Kuvataide"
"1076",14,"3","Kuvataide"
"1077",14,"4","Kuvataide"
"1078",14,"2","Kuvataide"
"1079",15,"5","Käsityö"
"1080",15,"3","Käsityö"
"1081",15,"4","Käsityö"
"1082",15,"3","Käsityö"
"1083",15,"3","Käsityö"
"1084",15,"2","Käsityö"
"1085",15,"2","Käsityö"
"1086",15,"4","Käsityö"
"1087",15,"2","Käsityö"
"1088",15,"2","Käsityö"
"1089",15,"4","Käsityö"
"1090",15,"4","Käsityö"
"1091",15,"1","Käsityö"
"1092",15,"4","Käsityö"
"1093",15,"5","Käsityö"
"1094",15,"5","Käsityö"
"1095",15,"2","Käsityö"
"1096",15,"2","Käsityö"
"1097",15,"5","Käsityö"
"1098",15,"4","Käsityö"
"1099",15,"4","Käsityö"
"1100",15,"3","Käsityö"
"1101",15,"4","Käsityö"
"1102",15,"4","Käsityö"
"1103",15,"5","Käsityö"
"1104",15,"4","Käsityö"
"1105",15,"5","Käsityö"
"1106",15,"4","Käsityö"
"1107",15,"4","Käsityö"
"1108",15,"2","Käsityö"
"1109",15,"3","Käsityö"
"1110",15,"2","Käsityö"
"1111",15,"2","Käsityö"
"1112",15,"2","Käsityö"
"1113",15,"2","Käsityö"
"1114",15,"5","Käsityö"
"1115",15,"1","Käsityö"
"1116",15,"2","Käsityö"
"1117",15,"5","Käsityö"
"1118",15,"3","Käsityö"
"1119",15,"2","Käsityö"
"1120",15,"2","Käsityö"
"1121",15,"3","Käsityö"
"1122",15,"4","Käsityö"
"1123",15,"4","Käsityö"
"1124",15,"5","Käsityö"
"1125",15,"3","Käsityö"
"1126",16,"5","Kotitalous"
"1127",16,"4","Kotitalous"
"1128",16,"5","Kotitalous"
"1129",16,"5","Kotitalous"
"1130",16,"2","Kotitalous"
"1131",16,"4","Kotitalous"
"1132",16,"4","Kotitalous"
"1133",16,"4","Kotitalous"
"1134",16,"3","Kotitalous"
"1135",16,"2","Kotitalous"
"1136",16,"4","Kotitalous"
"1137",16,"4","Kotitalous"
"1138",16,"2","Kotitalous"
"1139",16,"5","Kotitalous"
"1140",16,"5","Kotitalous"
"1141",16,"5","Kotitalous"
"1142",16,"4","Kotitalous"
"1143",16,"4","Kotitalous"
"1144",16,"3","Kotitalous"
"1145",16,"4","Kotitalous"
"1146",16,"5","Kotitalous"
"1147",16,"2","Kotitalous"
"1148",16,"2","Kotitalous"
"1149",16,"5","Kotitalous"
"1150",16,"5","Kotitalous"
"1151",16,"5","Kotitalous"
"1152",16,"5","Kotitalous"
"1153",16,"5","Kotitalous"
"1154",16,"5","Kotitalous"
"1155",16,"3","Kotitalous"
"1156",16,"2","Kotitalous"
"1157",16,"5","Kotitalous"
"1158",16,"5","Kotitalous"
"1159",16,"3","Kotitalous"
"1160",16,"4","Kotitalous"
"1161",16,"4","Kotitalous"
"1162",16,"2","Kotitalous"
"1163",16,"2","Kotitalous"
"1164",16,"2","Kotitalous"
"1165",16,"2","Kotitalous"
"1166",16,"2","Kotitalous"
"1167",16,"4","Kotitalous"
"1168",16,"2","Kotitalous"
"1169",16,"3","Kotitalous"
"1170",16,"4","Kotitalous"
"1171",16,"5","Kotitalous"
"1172",16,"3","Kotitalous"
"1173",16,"4","Kotitalous"
"1174",16,"5","Kotitalous"
"1175",16,"4","Kotitalous"
"1176",16,"4","Kotitalous"
"1177",16,"4","Kotitalous"
"1178",16,"4","Kotitalous"
"1179",17,"5","Liikunta"
"1180",17,"2","Liikunta"
"1181",17,"2","Liikunta"
"1182",17,"2","Liikunta"
"1183",17,"3","Liikunta"
"1184",17,"4","Liikunta"
"1185",17,"2","Liikunta"
"1186",17,"3","Liikunta"
"1187",17,"2","Liikunta"
"1188",17,"5","Liikunta"
"1189",17,"3","Liikunta"
"1190",17,"4","Liikunta"
"1191",17,"3","Liikunta"
"1192",17,"4","Liikunta"
"1193",17,"4","Liikunta"
"1194",17,"4","Liikunta"
"1195",17,"3","Liikunta"
"1196",17,"2","Liikunta"
"1197",17,"4","Liikunta"
"1198",17,"2","Liikunta"
"1199",17,"3","Liikunta"
"1200",17,"3","Liikunta"
"1201",17,"2","Liikunta"
"1202",17,"3","Liikunta"
"1203",17,"2","Liikunta"
"1204",17,"4","Liikunta"
"1205",17,"4","Liikunta"
"1206",17,"2","Liikunta"
"1207",17,"5","Liikunta"
"1208",17,"2","Liikunta"
"1209",17,"2","Liikunta"
"1210",17,"1","Liikunta"
"1211",17,"3","Liikunta"
"1212",17,"3","Liikunta"
"1213",17,"2","Liikunta"
"1214",17,"3","Liikunta"
"1215",17,"2","Liikunta"
"1216",17,"2","Liikunta"
"1217",17,"2","Liikunta"
"1218",17,"2","Liikunta"
"1219",17,"3","Liikunta"
"1220",17,"2","Liikunta"
"1221",17,"2","Liikunta"
"1222",17,"2","Liikunta"
"1223",18,"1","Muu aine"
"1224",18,"5","Muu aine"
"1225",18,"3","Muu aine"
"1226",18,"2","Muu aine"
"1227",18,"3","Muu aine"
"1228",18,"4","Muu aine"
"1229",18,"2","Muu aine"
"1230",18,"2","Muu aine"
"1231",18,"3","Muu aine"
"1232",18,"4","Muu aine"
"1233",18,"4","Muu aine"
"1234",18,"5","Muu aine"
"1235",18,"2","Muu aine"
"1236",18,"4","Muu aine"
"1237",18,"1","Muu aine"
"1238",18,"3","Muu aine"
"1239",18,"4","Muu aine"
"1240",18,"4","Muu aine"
"1241",18,"5","Muu aine"
"1242",18,"2","Muu aine"
"1243",18,"2","Muu aine"
"1244",18,"4","Muu aine"
"1245",18,"5","Muu aine"
"1246",18,"4","Muu aine"
"1247",18,"2","Muu aine"
"1248",18,"3","Muu aine"
"1249",18,"4","Muu aine"
"1250",18,"4","Muu aine"
"1251",18,"5","Muu aine"
"1252",18,"3","Muu aine"
"1253",18,"3","Muu aine"
"1254",18,"4","Muu aine"
"1255",18,"5","Muu aine"
"1256",18,"4","Muu aine"
"1257",18,"2","Muu aine"
"1258",18,"2","Muu aine"
"1259",18,"4","Muu aine"
"1260",18,"4","Muu aine"
"1261",18,"2","Muu aine"
"1262",18,"5","Muu aine"
"1263",18,"2","Muu aine"
"1264",18,"2","Muu aine"
"1265",18,"4","Muu aine"
"1266",18,"3","Muu aine"
"1267",18,"4","Muu aine"
"1268",18,"3","Muu aine"
"1269",18,"2","Muu aine"
"1270",18,"2","Muu aine"
"1271",18,"2","Muu aine"
"1272",18,"5","Muu aine"
"1273",18,"4","Muu aine"
"1274",18,"2","Muu aine"
"1275",18,"4","Muu aine"
"1276",18,"2","Muu aine"
"1277",18,"2","Muu aine"
"1278",18,"3","Muu aine"
"1279",18,"3","Muu aine"
"1280",18,"4","Muu aine"
"1281",18,"2","Muu aine"
"1282",18,"4","Muu aine"
"1283",18,"4","Muu aine"
"1284",18,"4","Muu aine"
"1285",18,"1","Muu aine"
"1286",18,"1","Muu aine"
"1287",18,"2","Muu aine"
"1288",18,"3","Muu aine"
"1289",18,"2","Muu aine"
"1290",18,"3","Muu aine"
"1291",18,"3","Muu aine"
"1292",18,"4","Muu aine"
"1293",18,"4","Muu aine"
"1294",18,"3","Muu aine"
"1295",18,"2","Muu aine"
"1296",18,"3","Muu aine"
"1297",18,"2","Muu aine"
"1298",18,"3","Muu aine"
"1299",18,"4","Muu aine"
"1300",18,"3","Muu aine"
"1301",18,"2","Muu aine"
"1302",18,"3","Muu aine"
"1303",18,"4","Muu aine"
"1304",18,"5","Muu aine"
"1305",18,"5","Muu aine"
"1306",18,"4","Muu aine"
"1307",18,"4","Muu aine"
